reporting_jurisdiction,partner_jurisdiction,year,admin_support,dormant,regulated_finance,holding_equity,internal_group_finance,insurance,ip_management,manufacturing,other_activity,purchasing,research_development,sales_marketing,services_unrelated,tangible_assets,num_mne_groups,accumulated_earnings,num_employees,num_entities,profit_before_tax,adjusted_profit_before_tax,related_party_revenues,stated_capital,num_subgroups,income_tax_accrued,income_tax_paid,total_revenues,unrelated_party_revenues,profit_positive_panel,profit_negative_panel
DNK,ITA,2016,9.0,6.0,0.0,4.0,1.0,0.0,5.0,11.0,3.0,2.0,4.0,32.0,13.0,276751489.2,19.0,456594580.7,5625.0,55.0,90091809.34,,228136120.7,118721105.4,19.0,38406546.82,30646514.02,2189345393.0,1961209272.0,99983382.94,-9891573.602
DNK,ITA,2017,13.0,7.0,0.0,3.0,1.0,0.0,7.0,17.0,3.0,4.0,8.0,53.0,19.0,737397947.0,34.0,1517980556.0,8295.0,84.0,242645953.0,,939071113.0,289305348.0,34.0,66822736.0,82700617.0,5125171310.0,4186100197.0,251701116.0,-9055163.0
DNK,ITA,2018,13.0,7.0,0.0,3.0,1.0,0.0,6.0,17.0,4.0,4.0,6.0,53.0,18.0,760254080.3,36.0,1624968394.0,8649.0,84.0,252768489.4,,935291625.6,303787974.5,36.0,56679462.84,64346152.45,5319942652.0,4384651026.0,267569743.8,-14801254.4
DNK,ITA,2019,13.0,5.0,0.0,4.0,1.0,0.0,6.0,18.0,9.0,3.0,6.0,49.0,18.0,922281974.0,35.0,893186970.0,9129.0,85.0,158983165.0,,855665958.0,282760621.0,35.0,63791777.0,53517073.0,4551726455.0,3696060497.0,182256256.0,-23273091.0
DNK,ITA,2020,10.0,5.0,0.0,3.0,1.0,0.0,7.0,20.0,6.0,4.0,6.0,57.0,19.0,1370263058.0,38.0,1037595843.0,9705.0,90.0,178667453.2,,1214699950.0,367040468.0,38.0,68435348.52,98146349.85,5065650079.0,3850950130.0,214398150.3,-35730697.14
DNK,ITA,2021,11.0,29.0,1.0,5.0,1.0,0.0,9.0,22.0,4.0,5.0,5.0,62.0,25.0,1167979061.0,40.0,1191766927.0,10570.0,126.0,228599964.0,,1286838063.0,323240445.0,40.0,41252914.0,54333700.0,6166986706.0,4880148643.0,251205257.0,-22605293.0
DNK,JOR,2016,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,71087598.77,3.0,137431626.3,1199.0,9.0,26499939.17,,20327528.44,93051259.28,3.0,-1530128.122,-1675920.061,172175845.4,151848317.0,26499939.17,0.0
DNK,JOR,2017,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,100292723.0,5.0,132302258.0,1256.0,12.0,15969221.0,,20179891.0,93802247.0,5.0,-1356383.0,-1597163.0,265484770.0,245304879.0,25654470.0,-9685249.0
DNK,JOR,2018,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,57895483.47,5.0,102734692.9,1237.0,12.0,45677590.09,,17315465.56,93230097.02,5.0,-876885.557,-1537420.793,272281915.4,254966449.9,45677590.09,
DNK,JOR,2019,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,128442760.0,4.0,76621380.0,1314.0,10.0,27827597.0,,17415724.0,93039132.0,4.0,-1654896.0,-1980036.0,257278142.0,239862417.0,,
DNK,JOR,2020,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,93584761.12,4.0,66808355.35,1140.0,10.0,43591891.13,,19868315.92,93023694.59,4.0,-1971359.045,-2182120.397,227133086.5,207264770.6,,
DNK,JOR,2021,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,67861624.0,4.0,61246644.0,1251.0,14.0,53933155.0,,19770001.0,94579043.0,4.0,-12391954.0,3680355.0,227825140.0,208055139.0,61635149.0,-7701994.0
DNK,JPN,2016,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,14.0,4.0,154278354.4,16.0,148306948.7,1610.0,24.0,54487699.18,,184174130.6,38494421.91,16.0,8533906.167,12114524.48,679001319.5,494827188.8,54487699.18,0.0
DNK,JPN,2017,3.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,2.0,0.0,3.0,22.0,4.0,165643799.0,22.0,418268946.0,3069.0,33.0,119448995.0,,234568742.0,62024978.0,22.0,40568324.0,19903723.0,2050023774.0,1815455032.0,122362483.0,-2913488.0
DNK,JPN,2018,5.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,2.0,2.0,3.0,25.0,5.0,168106271.5,23.0,433571827.6,3188.0,35.0,108413145.3,,296220114.1,105437515.4,23.0,31886785.21,36555331.4,2113354623.0,1817134509.0,116788348.3,-8375202.967
DNK,JPN,2019,7.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,4.0,26.0,8.0,248980406.0,25.0,431608292.0,3298.0,37.0,124521748.0,,315359653.0,111008110.0,25.0,45463076.0,33628481.0,2117728351.0,1802368698.0,129833339.0,-5311590.0
DNK,JPN,2020,5.0,2.0,0.0,6.0,0.0,0.0,1.0,4.0,3.0,2.0,4.0,33.0,11.0,793787010.5,28.0,379808980.6,3870.0,50.0,99244596.84,,601164879.3,315562788.2,28.0,54525127.06,50755328.13,3222603881.0,2621439002.0,128663099.1,-29418502.25
DNK,JPN,2021,6.0,1.0,1.0,5.0,0.0,0.0,1.0,6.0,5.0,1.0,5.0,36.0,13.0,576437132.0,30.0,540092939.0,4330.0,59.0,72770610.0,,603024106.0,367802323.0,30.0,57418072.0,52631330.0,3185177061.0,2582152955.0,168459601.0,-95688991.0
DNK,KAZ,2016,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,2.0,220741010.2,7.0,-12761280.46,1047.0,11.0,-9662443.78,,757093.787,96988475.46,7.0,1444428.008,2302544.565,159540151.6,158783057.8,4726280.986,-14388724.77
DNK,KAZ,2017,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,7.0,3.0,236782973.0,9.0,35159150.0,830.0,12.0,131619357.0,,937541.0,95923563.0,9.0,14049408.0,4434072.0,455640453.0,454702913.0,133145042.0,-1525685.0
DNK,KAZ,2018,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,7.0,3.0,43548728.94,8.0,71560337.36,595.0,11.0,72004031.54,,1220319.818,85776635.09,8.0,12032238.14,25674635.4,383463620.3,382243300.4,73058579.15,-1054547.612
DNK,KAZ,2019,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,3.0,47784207.0,7.0,19574498.0,608.0,10.0,21513818.0,,759554.0,88329321.0,7.0,6160454.0,8671747.0,203144259.0,202384704.0,23300193.0,
DNK,KAZ,2020,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,2.0,15828231.99,9.0,9441608.194,783.0,12.0,11140826.89,,538983.644,9918904.69,9.0,2137503.741,1351430.601,97992271.9,97453288.25,11707826.11,
DNK,KAZ,2021,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,7.0,4.0,57110042.0,9.0,23819742.0,789.0,12.0,38037561.0,,1064709.0,81622861.0,9.0,9033503.0,9129567.0,239815209.0,238750500.0,38751220.0,-713659.0
DNK,KEN,2016,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,7417714.267,5.0,20652866.41,262.0,13.0,-46454830.07,,14316357.94,1462253.21,5.0,-123214.368,-509382.874,29750669.71,15434311.77,856090.196,-47310920.26
DNK,KEN,2017,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,5.0,37097894.0,8.0,18002874.0,291.0,15.0,-110925062.0,,21077033.0,8273206.0,8.0,-167251.0,1817027.0,83944635.0,62867602.0,5405911.0,-116330973.0
DNK,KEN,2018,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,9189824.047,9.0,21564015.86,292.0,13.0,-851987.939,,23979911.27,8400551.579,9.0,-4224050.589,3442927.662,106663676.2,82683764.97,25154923.87,-26006911.81
DNK,KEN,2019,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,38741830.0,9.0,12049571.0,673.0,16.0,6716508.0,,38842180.0,17812151.0,9.0,-15029944.0,8098961.0,82826278.0,43984097.0,25548701.0,-18832193.0
DNK,KEN,2020,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,4.0,29636540.78,9.0,18060581.44,298.0,16.0,1801501.34,,36918521.49,12494690.41,9.0,958557.162,-548188.782,63741153.98,26822632.49,3608559.611,-1807058.272
DNK,KEN,2021,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,34443400.0,9.0,5106493.0,353.0,16.0,-4129774.0,,41553427.0,26159895.0,9.0,-1061732.0,399382.0,88799460.0,47246033.0,3680050.0,-7809824.0
DNK,KHM,2018,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,234285342.7,3.0,202014450.6,1573.0,9.0,-2409283.975,,16107305.31,2849326.817,3.0,2573406.661,10373233.82,130538065.5,114430760.2,426957.072,-2836241.047
DNK,KHM,2020,1.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,1813683.039,4.0,6527412.468,1528.0,12.0,5112449.473,,40660498.03,1407060.652,4.0,370640.971,-14219.399,90189931.99,49529433.97,,
DNK,KHM,2021,2.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,159141661.0,4.0,115793951.0,1400.0,13.0,55940047.0,,98539330.0,3295301.0,4.0,2309655.0,2203358.0,368467337.0,269928007.0,55940047.0,
DNK,KOR,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,14.0,4.0,20313057.86,12.0,53800816.08,1015.0,20.0,12385420.8,,74020537.11,19239178.02,12.0,3737267.126,2745546.425,438759333.0,364738795.9,17903440.35,-5518019.558
DNK,KOR,2017,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,17.0,4.0,72310535.0,17.0,101413275.0,1311.0,24.0,46987200.0,,114538926.0,33839646.0,17.0,9426753.0,9166478.0,755745339.0,641206413.0,50039200.0,-3052000.0
DNK,KOR,2018,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,18.0,4.0,50649581.78,19.0,131023405.6,1440.0,25.0,50969851.3,,157957076.4,34807494.58,19.0,5477833.8,11206609.26,825003780.3,667046703.9,53319065.16,-2349213.856
DNK,KOR,2019,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,18.0,5.0,103333039.0,20.0,133574832.0,1598.0,28.0,34300966.0,,177689872.0,33446260.0,20.0,7195930.0,13659053.0,855359123.0,677669250.0,36926695.0,-2625729.0
DNK,KOR,2020,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,24.0,5.0,88030039.87,24.0,136576062.9,1781.0,35.0,48638851.61,,150585059.0,62222762.22,24.0,11458577.05,12228156.89,1122005840.0,971420781.2,50858821.95,-2219970.34
DNK,KOR,2021,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,25.0,7.0,137868336.0,25.0,143482041.0,2195.0,40.0,45117497.0,,342499025.0,99658413.0,25.0,15090557.0,11606027.0,1318015595.0,975516570.0,71560138.0,-26442641.0
DNK,KWT,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6959757.0,4.0,2517624.0,130.0,5.0,1198760.0,,2166278.0,729441.0,4.0,0.0,0.0,39168505.0,37002227.0,1198760.0,0.0
DNK,KWT,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,28881801.54,5.0,12886849.99,229.0,6.0,8748322.046,,5159243.508,4160029.008,5.0,413864.146,-39025.798,84246493.08,79087249.57,9558059.604,-809737.559
DNK,KWT,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,37065886.0,5.0,7300462.0,282.0,6.0,6030819.0,,6868843.0,4447471.0,5.0,30366.0,165532.0,78150144.0,71281301.0,,
DNK,KWT,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,37166371.28,5.0,8594496.458,253.0,6.0,6444657.88,,6842476.844,4335294.399,5.0,-21971.821,164869.389,91714248.36,84871771.51,6591136.893,
DNK,KWT,2021,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,122720663.0,5.0,433242326.0,1892.0,12.0,13978029.0,,2790406.0,12840388.0,5.0,49758.0,90156.0,137077306.0,134286900.0,13978029.0,
DNK,LBN,2017,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14807435.0,4.0,12992017.0,410.0,8.0,2496241.0,,37842381.0,17538247.0,4.0,867927.0,184294.0,120408048.0,82565667.0,2496241.0,
DNK,LBN,2018,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8909141.694,4.0,717679.294,411.0,8.0,16926257.86,,10998062.12,410499.366,4.0,262034.974,405445.282,105789140.7,94791078.59,16926257.86,
DNK,LBN,2021,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4961502.0,4.0,-26398737.0,184.0,9.0,-6636308.0,,6116146.0,2991201.0,4.0,41222.0,75337.0,24998317.0,18882171.0,346869.0,-6983177.0
DNK,LKA,2016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,25749039.53,3.0,25835077.03,133.0,7.0,16079731.05,,21941125.55,16612592.87,3.0,-1498990.186,-316107.977,45239465.47,23298339.92,16079731.05,0.0
DNK,LKA,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,24300378.0,4.0,24613959.0,121.0,8.0,19907059.0,,22516819.0,16799205.0,4.0,-3329201.0,-1494220.0,48509703.0,25992884.0,19921382.0,-14323.0
DNK,LKA,2018,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,42652853.38,5.0,22160767.59,1175.0,10.0,17557631.45,,18802560.67,17809388.81,5.0,-1128078.039,-2140901.763,47140451.49,28337890.82,17557631.45,0.0
DNK,LKA,2019,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,49964536.0,6.0,42338674.0,1085.0,12.0,24493706.0,,36366965.0,17911149.0,6.0,-507291.0,-190605.0,101014387.0,64647423.0,24767645.0,
DNK,LKA,2020,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,5.0,57415970.79,6.0,37245511.93,1077.0,12.0,20508973.1,,41681739.32,17876679.36,6.0,-1518285.466,-1345787.905,114907696.0,73225956.69,20779737.82,
DNK,LKA,2021,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,74804623.0,6.0,55851753.0,2505.0,12.0,31769156.0,,62891628.0,21269296.0,6.0,-1012469.0,-479884.0,144754897.0,81863269.0,31769156.0,
DNK,LTU,2016,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,9.0,4.0,82685384.33,13.0,112753160.9,2916.0,18.0,-28464385.13,,36366504.6,52014981.82,13.0,1433405.897,-110636.135,378703997.2,342337492.6,7900139.3,-36364524.43
DNK,LTU,2017,6.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,15.0,11.0,375843960.0,22.0,278782154.0,4645.0,34.0,18191085.0,,242471169.0,185572172.0,22.0,3509466.0,2602108.0,712727691.0,470256521.0,19881274.0,-1690189.0
DNK,LTU,2018,7.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,15.0,10.0,384415891.2,22.0,322121415.1,5395.0,34.0,38006263.47,,336188017.0,183791434.3,22.0,780911.435,-848307.32,806976511.2,470788494.1,39039410.55,-1033147.086
DNK,LTU,2019,8.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,15.0,9.0,424155238.0,22.0,279741946.0,6359.0,34.0,48818484.0,,370031918.0,170754220.0,22.0,-275993.0,-361048.0,816170591.0,446138673.0,48851574.0,
DNK,LTU,2020,6.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,15.0,9.0,405777507.7,20.0,261236110.0,6687.0,33.0,14407940.89,,418951736.8,135906627.2,20.0,1271452.914,-2312390.221,891087360.1,472135623.3,36947330.43,
DNK,LTU,2021,6.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,16.0,9.0,426430171.0,21.0,428416443.0,6997.0,34.0,70184030.0,,510697765.0,198225930.0,21.0,-318622.0,2522113.0,1372560274.0,861862509.0,70191593.0,-7563.0
DNK,LUX,2016,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,63.728,8.0,142370593.5,567.0,11.0,77041739.38,,6303461.03,118746961.0,8.0,-53962.719,5482811.005,296605712.4,290302251.4,77265336.23,-223596.85
DNK,LUX,2017,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,128494135.0,9.0,821941811.0,556.0,16.0,85803491.0,,54733904.0,190672104.0,9.0,2624911.0,5577837.0,236256312.0,181522408.0,86040650.0,-237159.0
DNK,LUX,2018,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,118653219.5,10.0,1662439775.0,496.0,17.0,19316704.18,,34209959.07,175431060.6,10.0,-8484990.798,-9424214.652,257167533.8,222957574.7,41597128.34,-22280424.16
DNK,LUX,2019,1.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,4.0,3.0,60853294.0,12.0,1539802569.0,855.0,23.0,-1002923.0,,291948304.0,164559925.0,12.0,-5224511.0,-6382517.0,473292134.0,181343829.0,37787835.0,-38790759.0
DNK,LUX,2020,0.0,0.0,4.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,6670653.73,12.0,748962339.6,962.0,25.0,-124612638.1,,361134713.3,14190943389.0,12.0,-3077803.966,-5537948.196,713622709.0,352487995.7,36861989.2,-161474627.3
DNK,LUX,2021,0.0,0.0,4.0,10.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,4.0,5696678.0,14.0,143731359.0,869.0,27.0,-29632720.0,,425031877.0,15216662349.0,14.0,2133176.0,-1059410.0,780267659.0,355235782.0,71970681.0,-101603401.0
DNK,LVA,2016,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,12.0,2.0,55926094.49,14.0,15749646.48,726.0,17.0,-5826435.156,,34228055.85,30268281.66,14.0,1436139.557,1773499.713,275213268.0,240985212.2,8532051.938,-14358487.09
DNK,LVA,2017,4.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,14.0,6.0,77543264.0,19.0,36541969.0,1046.0,25.0,-1706443.0,,54496746.0,34849100.0,19.0,1899836.0,1288255.0,422655372.0,368158626.0,10508008.0,-12214451.0
DNK,LVA,2018,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,15.0,5.0,101445869.7,19.0,58577454.71,1108.0,24.0,17408085.3,,57056056.08,36591050.94,19.0,473372.993,903816.881,386886272.2,329830216.1,18727138.01,-1319052.706
DNK,LVA,2019,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,15.0,5.0,85222282.0,19.0,18891656.0,1124.0,23.0,-9373812.0,,36860611.0,33312189.0,19.0,562972.0,124802.0,335916693.0,299056081.0,6288559.0,
DNK,LVA,2020,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,17.0,6.0,99176978.87,19.0,75988927.69,1293.0,25.0,-2271404.348,,44874876.25,18184153.13,19.0,303305.497,353451.382,425055479.6,380180603.3,10937942.02,-13209346.37
DNK,LVA,2021,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,17.0,7.0,67222022.0,19.0,123204650.0,1271.0,26.0,23531740.0,,72752788.0,47573452.0,19.0,204804.0,211778.0,598546703.0,525793915.0,26973554.0,-3441814.0
DNK,MAC,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3358692.525,3.0,1761829.156,48.0,3.0,286433.219,,11573.0,145458.302,3.0,94165.63,179381.059,17968847.16,17957274.16,466732.1,-180298.881
DNK,MAC,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3660135.0,3.0,2329041.0,62.0,3.0,887662.0,,7492.0,143596.0,3.0,118776.0,99302.0,22895900.0,22888408.0,889258.0,-1596.0
DNK,MAC,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3156938.38,3.0,2690874.057,70.0,3.0,262668.908,,9744.513,143759.148,3.0,67260.434,88683.58,22603923.38,22594178.87,492135.488,-229466.58
DNK,MAC,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2961411.0,4.0,3822156.0,69.0,4.0,525267.0,,1068557.0,268893.0,4.0,61394.0,22655.0,18812026.0,17743469.0,,
DNK,MAC,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2262002.538,4.0,2400435.234,57.0,4.0,-941985.292,,2339634.848,259470.391,4.0,104310.117,43142.53,14442159.17,12102524.32,,
DNK,MAC,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2460181.0,4.0,2546853.0,48.0,4.0,354019.0,,2291059.0,274287.0,4.0,94065.0,7545.0,13789969.0,11498910.0,1261655.0,-907636.0
DNK,MAR,2016,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0,85168528.45,6.0,29846401.43,897.0,14.0,9728258.953,,79497961.6,92744604.85,6.0,-1731844.47,-1908303.392,92406250.34,12908288.74,10907139.84,-1178880.888
DNK,MAR,2017,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,10.0,318334675.0,8.0,44451742.0,1115.0,17.0,29644835.0,,90473562.0,163388869.0,8.0,2730129.0,-2244348.0,143870407.0,53396845.0,30013032.0,-368197.0
DNK,MAR,2018,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,13.0,11.0,645428988.9,9.0,-28339201.02,1202.0,21.0,-34767296.42,,98489013.95,222533234.9,9.0,-17525782.42,3274714.347,177394147.1,78905133.11,14325716.98,-49093013.4
DNK,MAR,2019,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,13.0,13.0,1542378291.0,9.0,-90223529.0,1362.0,23.0,-90895147.0,,154829249.0,242932208.0,9.0,-1965612.0,-1772543.0,189864514.0,35035265.0,1542726.0,-92437873.0
DNK,MAR,2020,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,13.0,12.0,1613703081.0,9.0,-189523368.2,1403.0,24.0,-85631629.62,,217984897.5,271789273.7,9.0,-3505659.057,-3516601.184,262230085.3,44245187.71,,-87348446.92
DNK,MAR,2021,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,13.0,12.0,1474891930.0,10.0,-230197806.0,1399.0,26.0,-38621562.0,,238405892.0,253451295.0,10.0,1047816.0,-1458092.0,285710929.0,47305037.0,1437936.0,-40059498.0
DNK,MEX,2016,10.0,11.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,14.0,13.0,800870374.1,15.0,33467949.39,20470.0,52.0,14578987.73,,272258402.6,462304449.9,15.0,5725613.379,11831370.71,654861721.3,382603318.7,30997175.68,-16418187.95
DNK,MEX,2017,14.0,9.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,20.0,14.0,880575380.0,23.0,9231331.0,20668.0,64.0,-112582307.0,,517155039.0,610040234.0,23.0,37339927.0,35933384.0,1912822702.0,1395667663.0,148640505.0,-261222812.0
DNK,MEX,2018,13.0,10.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,22.0,15.0,1012022560.0,25.0,49991796.72,20359.0,66.0,85558436.23,,545702031.3,658732470.7,25.0,38542118.18,33686074.17,2764045469.0,2218343438.0,106255735.7,-20697299.46
DNK,MEX,2019,12.0,11.0,0.0,2.0,0.0,0.0,0.0,9.0,3.0,2.0,0.0,22.0,18.0,1472702148.0,25.0,84005378.0,20457.0,66.0,25196542.0,,551941807.0,663651229.0,25.0,-3812341.0,28934431.0,2048174175.0,1496232368.0,78488914.0,-53292373.0
DNK,MEX,2020,12.0,12.0,0.0,2.0,0.0,0.0,0.0,9.0,3.0,2.0,1.0,23.0,17.0,1378958238.0,26.0,-154374453.3,20426.0,68.0,20115392.11,,649476775.5,830591065.4,26.0,-3452931.049,13488535.75,2131831217.0,1482354442.0,67993207.14,-47877815.03
DNK,MEX,2021,13.0,12.0,0.0,3.0,0.0,0.0,0.0,10.0,6.0,2.0,1.0,26.0,18.0,1377264253.0,27.0,-23355188.0,24069.0,75.0,159648402.0,,802435548.0,1115565957.0,27.0,20021914.0,21417188.0,2696364952.0,1893929403.0,159980100.0,-331698.0
DNK,MKD,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2302.0,3.0,-27472.0,12.0,4.0,67088.0,,2538569.0,1365110.0,3.0,18084.0,13659.0,9535279.0,6996710.0,67088.0,
DNK,MKD,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1380.289,3.0,-26519.574,14.0,3.0,149778.479,,5048480.689,1358837.372,3.0,37088.7,15529.995,17420560.72,12372080.03,149778.479,
DNK,MKD,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,117307.0,4.0,-31752.0,15.0,4.0,483077.0,,1555379.0,1290248.0,4.0,75628.0,48008.0,15940520.0,14385140.0,,
DNK,MKD,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,137800.0,4.0,90529.0,17.0,4.0,667635.0,,1537286.0,411690.0,4.0,112918.0,232.0,16461924.0,14924639.0,676052.0,-8417.0
DNK,MMR,2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1685849.973,4.0,259814.331,220.0,7.0,-2227696.871,,4239031.805,823975.607,4.0,130421.986,-2083598.369,50018786.22,45779754.42,,
